Код клиента	Возраст	Пол	Сколько лет клиент	Количество позиций товаров	Доход с клиента, тыс. ед.	Общее число покупок	Обращений в службу поддержки	Задержки платежей	Дисконтная карта	Дата отклика	Отклик
20629	31	мужской	2	2	37,5	1	5	1	0		0
20631	30	женский	0	1	37,5	1	5	1	0		0
20636	22	мужской	3	3	37,5	2	1	1	0		0
20642	35	женский	2	1	37,46	1	3	1	0		0
20649	32	мужской	0	1	37,45	1	2	1	0		0
20658	51	мужской	2	3	37,46	1	2	1	0		0
20664	41	мужской	1	1	37,48	1	0	1	0		0
20678	52	мужской	4	4	37,52	2	4	1	0	23.07.2006	1
20683	48	женский	0	1	37,46	1	0	1	0		0
20694	40	женский	2	4	37,46	2	3	1	0	14.07.2006	1
20696	39	женский	2	1	37,52	1	2	1	0		0
20703	62	женский	4	5	37,52	2	2	1	0		0
20721	29	женский	2	1	37,52	1	4	1	0		0
20726	33	мужской	2	3	37,48	2	3	1	0		0
20732	36	женский	2	1	37,47	1	5	1	0		0
20735	26	женский	2	3	37,51	2	4	1	1		0
20743	27	мужской	4	1	37,48	1	6	1	0		0
20746	43	мужской	3	3	37,46	2	0	1	0		0
20756	41	женский	3	1	37,51	1	5	1	0		0
20775	29	мужской	3	1	37,53	1	0	1	0		0
20778	36	женский	0	2	37,53	1	1	1	0		0
20780	35	женский	3	1	37,46	1	5	1	0		0
20785	52	мужской	3	1	37,49	1	4	1	0		0
20787	40	женский	2	4	37,45	2	0	1	0	12.07.2006	1
20795	38	женский	3	4	37,49	1	2	1	1		0
20819	27	мужской	2	6	37,54	27	3	1	0	13.07.2006	1
20822	34	женский	0	1	37,54	1	3	1	0		0
20829	30	женский	2	1	37,51	1	2	1	1		0
20860	45	женский	3	4	37,57	2	2	1	0		0
20864	38	женский	2	1	37,58	1	1	1	0		0
20865	42	женский	1	1	37,6	1	4	1	0		0
20879	31	мужской	1	1	37,57	1	6	1	0		0
20883	30	мужской	2	1	37,58	1	1	1	0		0
20899	27	женский	2	1	37,67	1	0	1	0		0
20901	37	мужской	3	3	37,7	3	3	1	0		0
20904	53	мужской	0	1	37,66	1	0	1	0		0
20909	30	мужской	3	1	37,72	1	6	1	0		0
20918	39	мужской	4	3	37,74	2	0	1	0		0
20919	55	женский	3	1	37,7	1	0	1	0		0
20932	52	женский	2	2	37,73	2	2	1	0		0
20936	53	мужской	0	1	37,71	1	4	1	0		0
20942	35	мужской	3	3	37,68	1	2	1	0		0
20957	45	мужской	3	3	37,7	2	4	1	0	06.07.2006	1
20960	42	мужской	4	1	37,74	1	4	1	0		0
20962	39	мужской	2	1	37,66	1	3	1	0		0
20968	31	женский	0	1	37,67	1	2	1	0		0
20976	34	мужской	3	3	37,7	2	1	1	0	01.07.2006	1
20978	51	мужской	0	1	37,71	1	3	1	0		0
20987	23	мужской	3	2	37,67	2	0	1	0		0
21014	21	мужской	2	1	37,75	1	1	1	0		0
21016	72	мужской	3	1	37,75	1	4	1	0		0
21026	38	женский	1	1	37,78	1	6	1	0		0
21030	36	женский	2	3	37,8	1	2	1	0		0
21053	47	женский	3	5	37,92	3	5	1	0		0
21056	42	женский	4	4	37,91	1	3	1	0		0
21064	36	мужской	2	5	37,91	3	0	1	0		0
21072	34	мужской	2	1	37,89	1	0	1	0		0
21080	38	мужской	0	1	37,85	1	2	1	0		0
21081	12	женский	3	1	37,9	1	2	1	0		0
21084	31	мужской	1	1	37,91	1	0	1	0		0
21085	62	женский	4	1	37,91	1	0	1	0		0
21101	43	мужской	4	1	37,95	1	1	1	0		0
21106	36	женский	2	4	37,92	3	0	1	0		0
21112	46	мужской	2	4	37,91	6	2	1	0		0
21115	39	мужской	4	1	37,91	1	0	1	0		0
21121	69	женский	4	1	37,86	1	2	1	0		0
21122	39	мужской	3	2	37,91	1	2	1	0		0
21132	35	мужской	1	1	37,94	1	2	1	0		0
21150	39	женский	3	2	37,92	1	2	1	0		0
21159	45	мужской	0	1	37,87	1	3	1	0		0
21168	19	мужской	3	1	37,88	1	3	1	0		0
21169	73	женский	1	1	37,88	1	3	1	0		0
21174	54	мужской	2	2	37,91	1	2	1	0		0
21187	47	женский	3	4	37,89	3	0	1	0		0
21205	51	женский	4	4	37,87	2	4	1	0		0
21220	35	женский	3	1	37,88	1	4	1	0		0
21222	37	мужской	1	1	37,89	26	2	1	0		0
21245	26	женский	3	1	37,9	1	5	1	0		0
21248	31	женский	2	1	37,85	1	3	1	0		0
21287	41	мужской	0	1	37,88	1	0	1	0		0
21293	31	мужской	2	3	37,91	2	2	1	0		0
21298	34	женский	2	3	37,92	2	3	1	0	01.07.2006	1
21302	40	женский	2	1	37,92	1	3	1	0		0
21304	39	женский	1	1	37,92	1	2	1	0		0
21310	23	женский	2	1	37,87	1	3	1	0		0
21311	36	женский	3	6	37,89	1	1	1	0		0
21357	26	женский	3	4	37,88	2	2	1	0		0
21367	55	мужской	3	1	37,88	1	3	1	0		0
21370	39	мужской	0	1	37,94	1	2	1	0		0
21383	39	женский	0	2	37,91	1	1	1	0		0
21385	72	женский	3	1	37,9	1	1	1	0		0
21391	41	женский	4	1	37,95	1	4	1	0		0
21398	35	женский	1	3	37,93	2	3	1	0		0
21401	38	женский	2	1	37,88	1	1	1	0		0
21402	42	мужской	2	2	37,93	2	8	1	0	13.07.2006	1
21404	41	мужской	3	3	37,87	2	1	1	0		0
21423	21	мужской	3	1	38,03	1	4	1	0		0
21426	59	мужской	2	1	38,04	1	3	1	0		0
21427	30	мужской	2	1	38,04	1	3	1	0		0
21434	42	женский	1	2	38,01	1	1	1	0		0
21436	36	мужской	1	5	38	2	1	1	0		0
21438	45	женский	2	1	38	1	1	1	0		0
21442	47	мужской	4	3	37,99	2	2	1	0	02.07.2006	1
21457	39	мужской	4	1	38	1	4	1	0		0
21470	21	женский	1	2	38,01	1	1	1	0	15.07.2006	1
21476	46	женский	2	2	38	2	2	1	0	17.07.2006	1
21490	21	мужской	2	2	38,02	1	3	1	0	26.07.2006	1
21491	53	мужской	3	1	38,02	1	3	1	0		0
21492	80	мужской	2	1	38,02	1	3	1	0		0
21495	40	женский	4	1	38,01	1	3	1	0		0
21501	57	мужской	1	4	38,04	3	6	1	0		0
21503	65	мужской	2	6	38,04	2	3	1	0	13.07.2006	1
21512	51	мужской	3	1	37,97	1	4	1	0		0
21514	37	мужской	3	1	37,97	1	4	1	0		0
21517	30	женский	3	3	38,01	1	4	1	0		0
21533	33	женский	3	3	37,96	9	3	1	0	21.07.2006	1
21536	29	мужской	4	1	38,01	1	2	1	0		0
21537	24	женский	2	1	38,01	1	2	1	0		0
21544	22	женский	3	3	37,96	3	5	1	0		0
21551	49	мужской	2	1	38	1	0	1	0		0
21572	28	мужской	2	1	37,98	1	5	1	0		0
21574	48	женский	3	1	38,02	1	2	1	0		0
21581	29	мужской	3	1	37,98	1	0	1	0		0
21583	49	мужской	1	1	38,01	1	0	1	0		0
21588	43	мужской	4	3	37,99	2	3	1	0		0
21620	42	мужской	0	1	37,98	1	4	1	0		0
21623	21	мужской	1	3	38,02	2	3	1	0		0
21630	24	мужской	3	1	38,01	1	3	1	0		0
21635	31	мужской	4	1	37,99	1	0	1	0		0
21636	40	женский	3	4	38,02	2	3	1	0		0
21661	32	мужской	3	1	38,02	1	4	1	0		0
21666	61	женский	2	1	37,96	1	2	1	0		0
21677	43	мужской	1	4	38,04	3	2	1	0		0
21687	40	женский	3	1	38,04	1	2	1	0		0
21688	47	мужской	2	1	38,04	1	2	1	0		0
21692	49	мужской	1	1	38,04	1	0	1	0		0
21715	37	женский	3	3	38,03	1	1	1	0		0
21751	24	женский	0	1	38,01	1	2	1	0		0
21761	51	мужской	3	2	37,99	4	1	1	0		0
21769	14	мужской	2	3	38,02	2	3	1	0	03.07.2006	1
21774	56	женский	2	1	38,02	1	2	1	0		0
21787	46	женский	4	4	37,96	3	4	1	0		0
21800	40	мужской	1	1	37,97	1	4	1	0		0
21827	39	мужской	4	1	37,97	1	2	1	0		0
21840	22	женский	3	1	37,98	1	2	1	0		0
21842	37	мужской	0	1	38,03	1	6	1	0		0
21847	31	мужской	2	1	37,96	1	1	1	0	29.07.2006	1
21852	32	женский	1	1	38	1	0	1	0		0
21865	49	женский	4	1	37,99	1	4	1	1		0
21866	40	мужской	4	3	37,99	2	4	1	0		0
21869	71	женский	1	1	38,02	1	0	1	0		0
21874	34	женский	1	5	37,98	2	2	1	0	09.07.2006	1
21877	22	женский	3	5	37,99	2	3	1	0		0
21878	20	мужской	3	1	37,99	1	3	1	0		0
21926	29	мужской	0	1	38,01	1	3	1	0		0
21929	28	мужской	2	2	37,99	1	0	1	0	15.07.2006	1
21937	40	женский	0	1	37,97	1	0	1	0		0
21938	56	женский	0	1	38	1	2	1	0		0
21940	19	мужской	3	1	38,02	1	4	1	0		0
21970	73	мужской	1	1	37,99	1	1	1	0		0
21973	33	мужской	1	1	38,01	1	1	1	0		0
21986	38	мужской	2	1	38	1	1	1	0		0
22004	22	мужской	2	3	37,95	1	4	1	0		0
22014	19	мужской	3	3	38,02	2	1	1	0		0
22018	28	женский	4	1	38,03	1	3	1	0		0
22021	47	мужской	2	1	38,05	1	2	1	0		0
22027	38	мужской	2	5	37,97	3	2	1	0	29.07.2006	1
22030	47	женский	2	1	38,01	1	4	1	0		0
22036	53	мужской	4	5	37,97	3	4	1	0	03.07.2006	1
22050	43	женский	0	1	37,98	1	0	1	0		0
22054	40	мужской	3	3	38,03	1	1	1	0		0
22059	57	женский	0	1	37,98	1	2	1	0		0
22060	37	мужской	2	1	37,98	1	2	1	0		0
22075	22	мужской	3	3	38,02	1	0	1	0		0
22080	48	женский	3	4	37,99	2	1	1	0		0
22102	62	мужской	2	1	38,11	1	4	1	0		0
22106	70	мужской	4	1	38,07	1	1	1	0		0
22117	48	женский	2	1	38,1	1	3	1	1		0
22118	46	мужской	3	1	38,07	1	4	1	0		0
22124	45	женский	3	3	38,14	2	3	1	0		0
22125	51	мужской	2	1	38,07	1	2	1	0		0
22139	45	женский	3	2	38,12	2	3	1	0		0
22165	33	мужской	1	1	38,11	1	2	1	0		0
22173	45	женский	3	4	38,13	1	1	1	0		0
22174	38	мужской	2	3	38,13	1	1	1	0		0
22178	75	женский	2	2	38,13	1	3	1	0		0
22190	40	женский	4	1	38,09	1	2	1	0		0
22193	55	мужской	4	1	38,06	1	4	1	0		0
22203	42	женский	0	1	38,13	1	4	1	0		0
22206	31	мужской	2	2	38,09	1	5	1	0		0
22207	35	женский	3	1	38,09	1	5	1	0		0
22208	38	женский	3	1	38,09	1	5	1	0		0
22209	48	мужской	3	1	38,11	1	0	1	0		0
22210	56	мужской	2	1	38,11	1	0	1	0		0
22212	54	женский	3	1	38,05	1	1	1	0		0
22225	41	женский	2	1	38,06	1	3	1	0		0
22230	42	мужской	3	1	38,06	1	4	1	0		0
22234	36	мужской	2	3	38,1	2	5	1	0		0
22240	42	женский	2	1	38,06	1	2	1	0		0
22246	45	женский	1	1	38,08	1	3	1	0		0
22257	46	женский	3	1	38,13	1	6	1	1		0
22267	38	женский	0	1	38,08	1	3	1	0		0
22273	50	женский	2	4	38,12	1	3	1	0		0
22282	18	женский	4	1	38,06	1	2	1	0		0
22290	17	женский	2	1	38,14	1	0	1	0		0
22298	40	мужской	3	1	38,11	1	2	1	0		0
22301	32	женский	1	2	38,06	1	1	1	0		0
22312	44	мужской	2	1	38,05	1	2	1	0		0
22313	42	женский	2	1	38,12	1	6	1	0		0
22316	54	мужской	0	1	38,1	1	3	1	0		0
22323	48	мужской	2	1	38,14	1	1	1	0		0
22331	29	мужской	3	1	38,06	1	3	1	0		0
22332	43	мужской	2	3	38,06	17	3	1	0		0
22333	39	женский	4	3	38,09	1	2	1	0		0
22346	51	женский	3	5	38,12	2	3	1	0		0
22361	45	женский	4	1	38,1	1	3	1	0		0
22364	34	женский	2	6	38,1	3	3	1	0		0
22365	32	женский	4	2	38,1	29	3	1	0	17.07.2006	1
22366	33	женский	0	1	38,1	1	3	1	0		0
22379	35	мужской	4	1	38,09	1	3	1	0		0
22387	45	мужской	3	6	38,09	8	4	1	0		0
22396	36	женский	3	4	38,14	1	2	1	0		0
22397	29	женский	2	5	38,14	2	6	1	0		0
22403	51	мужской	2	4	38,09	1	0	1	1	17.07.2006	1
22414	59	мужской	0	1	38,06	1	6	1	0		0
22420	49	мужской	3	1	38,14	1	2	1	0	11.07.2006	1
22427	40	мужской	2	1	38,11	19	4	1	0	16.07.2006	1
22445	62	женский	4	5	38,24	2	2	1	0		0
22453	39	мужской	0	1	38,19	1	2	1	0		0
22478	31	женский	3	6	38,25	3	3	1	0		0
22486	31	женский	2	2	38,21	1	1	1	0		0
22488	37	мужской	0	1	38,21	1	1	1	0		0
22497	44	женский	2	4	38,19	2	2	1	0	28.07.2006	1
22498	20	женский	2	1	38,19	1	2	1	0		0
22499	70	женский	2	4	38,23	2	2	1	0	08.07.2006	1
22505	26	женский	3	1	38,16	1	1	1	0		0
22506	58	женский	3	1	38,16	1	1	1	1		0
22509	32	женский	0	1	38,16	1	2	1	0		0
22522	37	женский	2	2	38,25	1	1	1	0		0
22532	42	женский	2	1	38,17	1	2	1	0		0
22567	36	мужской	2	1	38,15	1	3	1	0		0
22572	46	женский	4	1	38,22	1	4	1	0		0
22574	37	женский	3	1	38,18	1	0	1	0		0
22591	34	женский	3	1	38,21	1	4	1	0		0
22592	35	женский	2	1	38,24	1	3	1	0		0
22604	36	женский	0	1	38,24	1	4	1	0		0
22612	40	мужской	3	6	38,21	6	3	1	0		0
22654	48	женский	0	1	38,19	1	1	1	0		0
22655	34	женский	0	1	38,19	1	1	1	0		0
22677	21	женский	1	2	38,16	1	2	1	0		0
22690	66	мужской	3	1	38,22	1	1	1	1		0
22710	56	мужской	0	1	38,22	1	0	1	0		0
22711	51	женский	4	1	38,22	1	0	1	0		0
22714	45	мужской	2	1	38,16	1	0	1	0		0
22723	25	женский	2	4	38,22	1	2	1	0		0
22747	46	женский	0	2	38,15	1	3	1	0		0
22771	47	мужской	3	1	38,17	1	4	1	0		0
22786	46	мужской	3	2	38,23	12	4	1	0		0
22790	35	женский	4	1	38,24	1	4	1	0		0
22795	44	женский	1	1	38,2	1	3	1	0		0
22797	17	женский	0	1	38,2	1	3	1	0		0
22803	37	мужской	2	2	38,19	1	1	1	0		0
22816	31	женский	2	1	38,24	1	0	1	0		0
22822	42	мужской	2	1	38,2	1	1	1	0		0
22857	38	женский	3	3	38,18	7	1	1	0	13.07.2006	1
22858	53	женский	4	1	38,16	1	1	1	0		0
22869	47	мужской	4	1	38,22	1	3	1	0		0
22891	22	мужской	3	1	38,25	1	2	1	0		0
22896	54	мужской	0	1	38,23	1	3	1	0		0
22909	40	женский	2	1	38,22	1	4	1	0		0
22912	37	женский	4	1	38,25	1	0	1	0		0
22913	50	женский	1	3	38,15	3	1	1	0		0
22930	52	женский	2	1	38,24	1	1	1	0		0
22969	39	женский	3	1	38,21	1	3	1	0		0
22978	25	женский	2	1	38,16	1	2	1	0		0
22982	49	женский	3	4	38,15	3	2	1	0	29.07.2006	1
22987	59	мужской	0	2	38,2	1	0	1	0		0
22994	35	мужской	3	4	38,16	2	5	1	0		0
23000	52	мужской	1	3	38,22	2	1	1	0		0
23003	25	мужской	0	1	38,18	1	1	1	0		0
23012	20	мужской	1	4	38,21	2	3	1	0		0
23021	37	мужской	3	1	38,25	1	2	1	0		0
23029	51	мужской	4	4	38,17	1	3	1	1		0
23031	24	мужской	1	1	38,17	1	3	1	0		0
23037	55	мужской	4	2	38,18	1	1	1	1		0
23042	42	мужской	3	5	38,22	2	0	1	0		0
23049	38	мужской	1	1	38,24	1	3	1	0		0
23069	50	женский	3	1	38,23	1	5	1	0		0
23072	42	мужской	0	2	38,19	1	1	1	0		0
23075	43	мужской	2	1	38,19	1	1	1	0		0
23076	30	женский	3	4	38,23	2	0	1	0		0
23085	56	мужской	3	1	38,2	1	6	1	1		0
23088	59	мужской	0	1	38,19	1	4	1	0		0
23089	48	мужской	3	1	38,24	1	0	1	0		0
23102	41	мужской	1	3	38,16	1	3	1	0		0
23103	55	мужской	3	1	38,16	1	3	1	0		0
23112	45	мужской	0	1	38,22	1	0	1	0		0
23120	33	женский	3	5	38,22	3	2	1	0		0
23125	40	мужской	2	1	38,2	1	2	1	0		0
23129	32	мужской	1	3	38,23	1	2	1	0		0
23135	33	женский	0	1	38,24	1	3	1	0		0
23142	53	женский	1	1	38,25	1	1	1	0		0
23169	26	мужской	2	1	38,21	1	3	1	0		0
23170	33	мужской	2	1	38,16	8	2	1	0	12.07.2006	1
23174	48	женский	3	1	38,21	1	3	1	0		0
23182	33	мужской	0	1	38,21	1	1	1	0		0
23186	29	женский	0	1	38,19	1	6	1	0		0
23204	36	женский	0	1	38,17	1	3	1	0		0
23218	38	женский	1	2	38,17	9	3	1	0	22.07.2006	1
23219	40	женский	2	1	38,17	1	3	1	0		0
23226	32	женский	2	2	38,2	1	1	1	0		0
23235	41	мужской	1	4	38,34	3	1	1	0		0
23244	32	мужской	2	1	38,28	1	4	1	0		0
23257	20	женский	0	1	38,36	1	2	1	0		0
23261	42	мужской	2	1	38,44	1	3	1	0		0
23275	29	мужской	4	2	38,44	15	3	1	0	26.07.2006	1
23293	32	мужской	3	2	38,38	1	2	1	0		0
23304	46	мужской	2	1	38,35	1	5	1	0		0
23307	41	мужской	3	1	38,36	1	2	1	0		0
23325	31	женский	3	1	38,36	1	4	1	0		0
23333	26	женский	4	1	38,35	1	3	1	0		0
23365	18	женский	3	1	38,43	1	2	1	0		0
23366	42	женский	2	1	38,38	1	2	1	0		0
23369	37	женский	2	1	38,41	1	1	1	0		0
23374	49	мужской	0	1	38,42	1	0	1	0		0
23381	20	женский	3	2	38,41	2	1	1	0	19.07.2006	1
23401	32	женский	2	1	38,44	1	1	1	0		0
23414	40	мужской	2	1	38,53	1	3	1	0		0
23416	54	мужской	2	1	38,48	1	1	1	0		0
23417	32	женский	3	1	38,48	1	1	1	0		0
23428	27	женский	1	1	38,52	1	3	1	0		0
23432	35	женский	3	6	38,5	13	1	0	0		0
23441	19	мужской	4	1	38,5	16	2	1	0	26.07.2006	1
23448	44	мужской	0	1	38,46	1	2	1	0		0
23459	43	женский	2	2	38,54	1	2	1	0	26.07.2006	1
23464	48	женский	4	1	38,47	1	2	1	0		0
23487	59	мужской	0	1	38,45	1	1	1	0		0
23509	16	женский	0	1	38,55	1	2	1	0		0
23515	45	женский	2	1	38,54	1	2	1	0		0
23523	37	мужской	2	1	38,46	1	0	1	0		0
23537	52	женский	2	4	38,53	2	2	1	0		0
23538	23	мужской	2	4	38,53	1	2	1	0		0
23547	16	женский	1	6	38,5	27	4	1	0	24.07.2006	1
23551	30	мужской	3	2	38,46	1	1	1	0		0
23589	46	женский	2	4	38,55	2	1	1	0		0
23606	67	женский	3	1	38,51	1	4	1	0		0
23609	19	женский	2	1	38,49	1	2	1	0		0
23612	49	мужской	0	1	38,48	1	3	1	0		0
23619	51	мужской	3	5	38,53	2	1	1	0		0
23631	45	женский	3	2	38,52	4	4	1	0		0
23640	21	мужской	4	3	38,54	1	0	1	0		0
23643	27	женский	3	1	38,47	1	4	1	0		0
23650	12	мужской	3	4	38,46	18	3	1	0	13.07.2006	1
23653	44	мужской	3	1	38,49	1	3	1	0		0
23654	45	женский	0	1	38,48	1	6	1	0		0
23663	43	мужской	4	4	38,48	4	2	1	0		0
23672	18	женский	0	1	38,52	1	4	1	0		0
23685	65	мужской	3	4	38,45	22	3	1	0		0
23696	20	мужской	3	1	38,54	1	2	1	0		0
23698	41	мужской	2	3	38,51	1	2	1	0		0
23744	39	мужской	0	1	38,49	1	0	1	0		0
23754	53	женский	2	1	38,48	1	3	1	0		0
23756	45	женский	2	5	38,53	2	0	1	0		0
23757	47	женский	1	1	38,53	1	0	1	0		0
23765	68	женский	2	3	38,53	2	4	1	0		0
23766	32	мужской	3	3	38,53	3	4	1	0		0
23773	51	мужской	0	1	38,52	1	4	1	0		0
23775	30	женский	0	1	38,51	1	3	1	0		0
23776	46	мужской	3	1	38,51	1	3	1	0		0
23793	42	мужской	1	1	38,75	1	3	1	0		0
23795	50	мужской	1	5	38,74	3	3	1	0	05.07.2006	1
23815	41	мужской	0	1	38,67	1	3	1	0		0
23834	31	женский	3	1	38,74	1	0	1	1		0
23852	65	женский	2	1	38,71	1	3	1	0		0
23860	24	мужской	3	1	38,72	1	3	1	0		0
23865	29	мужской	1	1	38,73	1	2	1	0		0
23867	36	мужской	3	4	38,67	2	1	1	0		0
23878	33	мужской	0	1	38,67	1	3	1	0		0
23883	39	мужской	2	6	38,76	3	0	1	0	20.07.2006	1
23905	37	женский	4	2	38,76	2	1	1	0		0
23915	40	мужской	3	1	38,75	1	2	1	0		0
23921	32	мужской	3	2	38,82	1	1	1	0		0
23922	37	женский	4	1	38,81	1	3	1	1		0
23926	40	женский	3	5	38,75	2	4	1	0		0
23928	56	мужской	3	1	38,77	1	2	1	0		0
23946	24	женский	3	1	38,76	1	1	1	0		0
23950	42	мужской	0	1	38,81	1	3	1	0		0
23953	33	мужской	4	1	38,8	1	0	1	0		0
23963	41	женский	0	1	38,94	1	1	1	0		0
23971	44	женский	2	1	38,9	1	1	1	0		0
23975	42	женский	0	2	38,94	1	0	1	0		0
23979	45	мужской	2	1	38,86	1	0	1	0		0
23991	40	мужской	3	4	38,94	3	4	1	0		0
23994	42	мужской	1	3	38,92	1	2	1	1		0
23995	29	мужской	0	1	38,92	1	2	1	0		0
23996	35	мужской	1	4	38,89	2	7	1	0	16.07.2006	1
24000	29	мужской	1	1	38,9	1	1	1	0		0
24004	59	мужской	0	1	38,88	1	3	1	0		0
24010	36	мужской	0	1	38,87	1	4	1	0		0
24025	36	мужской	0	6	38,88	1	2	1	0		0
24026	47	мужской	3	4	38,88	3	4	1	0		0
24030	40	женский	3	3	38,92	2	2	1	0	30.07.2006	1
24033	49	женский	2	1	38,92	1	2	1	0		0
24041	31	женский	1	1	38,87	1	1	1	0		0
24043	21	женский	3	1	38,89	1	3	1	0		0
24071	51	мужской	4	1	38,92	1	1	1	0		0
24072	49	мужской	4	1	38,94	1	1	1	0		0
24077	43	женский	4	1	38,92	1	1	1	0		0
24083	46	женский	3	2	38,92	1	0	1	0		0
24084	50	мужской	0	1	38,86	1	2	1	0		0
24085	28	мужской	3	2	38,86	1	2	1	0		0
24092	45	мужской	0	1	38,87	1	4	1	0		0
24094	33	женский	0	1	38,87	1	3	1	0		0
24095	81	мужской	1	1	38,87	1	3	1	0		0
24100	46	женский	1	5	38,85	2	1	1	0		0
24103	48	мужской	1	1	38,92	1	3	1	0		0
24136	20	женский	4	1	38,91	1	3	1	0		0
24140	30	женский	2	4	38,86	2	2	1	0		0
24144	51	мужской	1	3	38,92	3	1	1	0		0
24153	35	мужской	2	1	38,9	1	4	1	0		0
24156	48	мужской	4	4	38,95	3	0	1	0		0
24158	55	мужской	4	5	38,86	26	1	1	0		0
24159	31	мужской	3	1	38,88	1	0	1	0		0
24161	39	женский	3	1	38,88	1	1	1	0		0
24168	39	женский	2	2	38,89	7	2	1	1	23.07.2006	1
24172	57	женский	3	1	38,91	1	2	1	0		0
24180	45	мужской	1	1	38,93	1	2	1	0		0
24204	24	женский	4	1	38,89	1	2	1	0		0
24226	23	женский	2	1	38,95	1	3	1	0		0
24236	41	женский	2	5	38,89	3	6	1	1		0
24240	44	женский	2	1	38,85	1	3	1	0		0
24249	41	женский	0	1	38,87	1	3	1	0		0
24250	19	мужской	3	1	38,87	1	3	1	0		0
24257	14	женский	0	1	38,92	1	2	1	0		0
24263	28	мужской	0	1	38,87	1	2	1	0		0
24266	26	женский	4	3	38,93	2	2	1	1	04.07.2006	1
24269	41	женский	2	1	38,87	1	1	1	0		0
24278	39	мужской	3	3	38,93	3	3	1	0		0
24288	40	мужской	0	1	38,92	1	3	1	0		0
24290	34	женский	0	1	38,9	1	0	1	0		0
24304	31	мужской	3	4	38,85	3	1	1	0		0
24321	39	мужской	2	2	38,92	1	5	1	0		0
24327	33	мужской	3	1	38,87	1	0	1	0		0
24336	35	мужской	4	4	38,94	2	1	1	0		0
24337	42	женский	0	3	38,94	1	1	1	0		0
24343	33	женский	0	1	38,92	1	2	1	0		0
24367	30	мужской	3	1	38,88	1	1	1	0		0
24369	37	мужской	3	3	38,86	1	1	1	0		0
24408	42	мужской	1	2	38,93	1	1	1	0		0
24422	42	женский	0	1	38,86	1	3	1	0		0
24434	27	мужской	3	1	38,92	1	2	1	0		0
24450	41	женский	2	5	38,91	19	1	1	0		0
24452	39	женский	0	1	38,88	1	4	1	0		0
24455	24	мужской	4	3	38,93	2	3	1	0	09.07.2006	1
24457	63	женский	4	1	38,93	1	3	1	0		0
24479	18	мужской	0	1	38,99	1	3	1	0		0
24486	35	мужской	1	1	38,97	1	4	1	0		0
24495	39	женский	2	1	39,03	1	2	1	0		0
24501	37	мужской	2	2	39,02	1	0	1	0		0
24504	34	женский	0	1	39,03	1	2	1	0		0
24508	64	женский	1	1	39	1	2	1	0		0
24510	40	мужской	1	6	39,03	3	3	1	0		0
24514	49	женский	1	1	39,02	1	1	1	0		0
24524	28	мужской	4	3	38,97	2	0	1	0	30.07.2006	1
24528	45	мужской	2	1	38,98	1	0	1	0		0
24539	44	мужской	0	1	38,99	1	1	1	0		0
24542	36	женский	1	1	39	1	3	1	0		0
24547	31	мужской	3	4	39,02	2	3	1	0		0
24552	35	женский	0	1	39,02	1	2	1	0		0
24559	32	женский	0	1	38,97	1	4	1	0		0
24573	47	мужской	0	1	39,05	1	1	1	0		0
24575	34	мужской	0	1	39,01	1	3	1	0		0
24578	47	мужской	2	1	39,02	1	0	1	0		0
24595	41	женский	4	1	39,04	1	2	1	0		0
24603	37	мужской	0	1	39	1	2	1	0		0
24607	55	женский	3	1	39,01	1	3	1	1		0
24616	34	мужской	3	1	39,02	1	1	1	0		0
24620	36	мужской	2	1	38,99	1	3	1	0		0
24624	47	мужской	2	5	38,96	12	1	1	0		0
24639	30	мужской	0	1	38,99	1	3	1	0		0
24652	61	женский	3	1	39,09	1	4	1	0		0
24658	84	мужской	2	1	39,12	1	4	1	0		0
24659	53	женский	4	2	39,11	1	3	1	1		0
24661	27	женский	2	2	39,09	1	4	1	0		0
24681	39	женский	2	1	39,2	1	1	1	0		0
24692	33	женский	3	2	39,21	2	3	1	0	14.07.2006	1
24696	46	мужской	1	1	39,23	1	2	1	0		0
24708	34	женский	2	2	39,16	2	1	1	0		0
24717	41	мужской	3	1	39,24	1	2	1	0		0
24734	48	мужской	3	2	39,3	1	0	1	0		0
24745	38	мужской	2	1	39,27	1	2	1	0		0
24751	63	женский	4	1	39,33	1	1	1	0		0
24753	29	женский	1	3	39,29	2	1	1	0	16.07.2006	1
24758	17	мужской	4	4	39,27	2	3	1	0		0
24759	53	мужской	4	2	39,31	2	0	1	0		0
24766	21	женский	3	6	39,32	16	2	1	0		0
24774	24	мужской	3	1	39,34	1	2	1	0		0
24776	39	мужской	2	1	39,26	1	3	1	0		0
24781	37	мужской	4	1	39,26	1	3	1	0		0
24782	32	мужской	1	1	39,26	1	3	1	0		0
24783	38	женский	2	2	39,27	1	4	1	0		0
24798	37	женский	3	1	39,3	1	3	1	0		0
24803	36	мужской	0	1	39,32	1	2	1	0		0
24804	52	женский	0	1	39,32	1	2	1	0		0
24818	37	мужской	3	1	39,3	1	3	1	0		0
24822	41	женский	2	3	39,34	2	0	1	0		0
24846	47	мужской	4	1	39,27	1	3	1	0		0
24851	27	женский	2	1	39,26	1	1	1	0		0
24853	33	женский	3	3	39,29	2	1	1	0		0
24855	44	мужской	0	1	39,29	1	1	1	0		0
24863	31	мужской	2	2	39,33	1	0	1	0		0
24875	38	мужской	2	1	39,33	1	4	1	0		0
