Код клиента	Возраст	Пол	Сколько лет клиент	Количество позиций товаров	Доход с клиента, тыс. ед.	Общее число покупок	Обращений в службу поддержки	Задержки платежей	Дисконтная карта	Дата отклика	Отклик
20914	26	женский	3	3	37,71	1	0	1	0		0
20916	45	мужской	4	1	37,65	1	7	1	0		0
20917	38	женский	2	1	37,65	1	7	1	0		0
20959	34	мужской	3	3	37,69	1	4	1	0		0
20972	37	женский	2	3	37,65	1	4	1	0		0
20977	51	женский	2	1	37,71	1	3	1	0		0
20981	24	женский	3	1	37,74	1	1	1	0		0
20983	43	женский	4	2	37,73	1	0	1	0		0
20984	34	мужской	2	1	37,73	1	0	1	0		0
21017	42	женский	2	1	37,82	1	4	1	0		0
21018	27	женский	3	1	37,79	1	5	1	0		0
21028	26	женский	4	1	37,76	1	5	1	0		0
21032	42	женский	4	1	37,77	1	2	1	0		0
21059	51	мужской	3	1	37,91	1	3	1	0		0
21078	40	мужской	0	1	37,92	1	2	1	0		0
21099	38	мужской	1	1	37,94	1	4	1	0		0
21104	29	мужской	2	5	37,89	2	2	1	0		0
21110	18	мужской	3	1	37,94	1	1	1	0		0
21119	34	женский	0	1	37,86	1	2	1	0		0
21136	54	женский	3	1	37,88	1	1	1	0		0
21155	29	мужской	1	1	37,86	1	5	1	0		0
21179	41	женский	3	4	37,89	2	5	1	0		0
21191	37	женский	2	5	37,86	2	3	1	0		0
21209	37	мужской	0	1	37,88	1	3	1	0		0
21214	17	женский	2	2	37,87	1	2	1	0		0
21215	62	женский	3	1	37,87	1	2	1	0		0
21221	57	мужской	0	1	37,86	1	2	1	0		0
21235	39	мужской	0	1	37,87	1	4	1	0		0
21240	57	женский	3	1	37,91	1	0	1	0		0
21249	19	женский	1	2	37,85	1	3	1	0		0
21251	36	мужской	4	2	37,94	1	2	1	0		0
21252	48	женский	1	1	37,94	1	2	1	0		0
21259	13	женский	3	2	37,89	16	3	1	0		0
21289	28	мужской	0	1	37,88	1	0	1	0		0
21301	35	мужской	2	3	37,92	1	3	1	0	21.07.2006	1
21306	33	женский	3	2	37,86	1	3	1	0	29.07.2006	1
21309	20	женский	1	1	37,87	1	3	1	0		0
21313	36	женский	0	1	37,93	1	7	1	0		0
21319	39	мужской	2	1	37,87	1	0	1	0		0
21327	82	женский	2	4	37,94	3	4	1	0		0
21333	38	женский	2	1	37,88	1	0	1	0		0
21343	40	мужской	4	1	37,86	1	4	1	0		0
21381	32	мужской	1	1	37,88	1	1	1	0		0
21395	43	женский	3	1	37,94	1	8	1	0		0
21396	37	мужской	1	1	37,85	1	2	1	0		0
21407	30	мужской	2	1	37,89	1	3	1	0		0
21416	43	женский	2	4	38,01	2	3	1	0		0
21431	41	женский	2	2	38,01	2	1	1	0		0
21437	57	женский	1	1	38	1	1	1	0		0
21445	44	мужской	3	1	37,99	1	2	1	0		0
21455	28	женский	2	1	37,96	1	5	1	0		0
21462	50	мужской	0	2	38	1	2	1	0		0
21480	42	женский	4	1	38	1	2	1	0		0
21483	36	мужской	1	1	37,96	1	3	1	0		0
21496	40	женский	2	1	38,02	1	1	1	0		0
21508	42	мужской	1	2	38,02	1	3	1	0		0
21518	32	мужской	1	1	38,01	1	4	1	0		0
21559	26	мужской	0	1	37,98	1	2	1	0		0
21561	42	женский	2	1	37,98	1	2	1	0		0
21564	29	мужской	2	1	38,01	1	5	1	0		0
21589	36	женский	2	1	37,99	1	3	1	0		0
21591	44	мужской	0	1	37,99	1	3	1	0		0
21607	54	женский	1	2	37,98	1	6	1	0		0
21619	32	мужской	4	1	37,95	1	0	1	0		0
21642	43	женский	2	1	38,01	1	4	1	0		0
21658	31	женский	4	1	38,01	1	6	1	0		0
21671	24	мужской	3	1	37,96	1	7	1	0		0
21680	43	мужской	1	6	37,98	9	1	1	0	22.07.2006	1
21686	39	женский	2	2	38,04	1	2	1	0		0
21703	41	женский	2	3	37,97	1	1	1	0		0
21704	40	мужской	3	3	37,97	3	1	1	0	17.07.2006	1
21710	50	мужской	1	2	38,02	1	4	1	0		0
21723	34	женский	4	4	37,96	1	2	1	0	07.07.2006	1
21736	20	женский	2	3	38,04	3	2	1	0		0
21757	48	мужской	4	3	38	2	1	1	0		0
21763	43	женский	4	3	37,99	3	1	1	0	11.07.2006	1
21779	40	мужской	2	3	38,04	1	1	1	0		0
21785	37	мужской	0	1	38	1	3	1	0		0
21792	28	мужской	2	1	37,99	1	0	1	0		0
21797	31	женский	3	4	37,97	1	4	1	0		0
21821	33	женский	1	2	37,99	1	3	1	0		0
21841	36	женский	1	1	38,03	1	6	1	0		0
21883	40	женский	3	1	38,02	1	5	1	0		0
21887	47	мужской	3	1	38,04	1	3	1	0		0
21900	63	мужской	4	1	37,97	1	5	1	0		0
21907	62	мужской	3	1	38,01	1	3	1	0		0
21951	41	женский	3	2	37,96	1	3	1	0		0
21955	32	мужской	0	1	38,04	1	0	1	0		0
21961	41	женский	3	1	38,05	1	1	1	0		0
21963	27	женский	2	2	37,99	1	2	1	0	14.07.2006	1
21968	19	мужской	1	1	37,95	15	4	1	0		0
21984	53	женский	3	1	38	1	1	1	0		0
21985	58	женский	4	1	38	1	1	1	0		0
21988	32	женский	0	1	38,01	1	3	1	0		0
22005	28	мужской	3	1	37,95	1	4	1	0		0
22009	53	женский	3	1	38	1	2	1	0		0
22010	53	мужской	4	4	38,01	2	2	1	0		0
22032	46	мужской	0	1	37,96	1	9	1	1		0
22052	40	женский	2	1	37,99	5	0	1	0	09.07.2006	1
22058	40	мужской	4	1	37,98	1	2	1	0		0
22069	38	мужской	2	4	37,96	2	0	1	0		0
22097	29	женский	2	1	38,06	1	3	1	0		0
22098	32	мужской	2	1	38,06	1	3	1	0		0
22105	38	женский	3	4	38,07	2	1	1	0		0
22109	23	мужской	2	4	38,08	3	0	1	1		0
22114	61	мужской	3	1	38,14	1	3	1	1		0
22116	30	мужской	1	1	38,1	1	3	1	0		0
22158	23	женский	0	1	38,13	1	4	1	0		0
22202	45	мужской	3	4	38,05	3	2	1	0		0
22232	30	женский	2	1	38,13	1	2	1	0		0
22239	62	мужской	3	4	38,06	2	2	1	0		0
22256	45	мужской	2	1	38,06	1	3	1	0		0
22259	50	женский	2	1	38,09	1	1	1	0		0
22260	41	мужской	2	1	38,13	1	0	1	0		0
22266	30	мужской	1	1	38,1	1	5	1	0		0
22285	46	мужской	1	1	38,06	1	3	1	0		0
22303	47	мужской	3	1	38,14	1	1	1	0		0
22320	33	женский	4	1	38,1	1	1	1	0		0
22351	47	женский	4	1	38,12	1	1	1	1		0
22369	16	мужской	3	4	38,05	1	2	1	0	22.07.2006	1
22383	38	женский	3	1	38,12	1	5	1	0		0
22400	45	мужской	0	1	38,07	1	0	1	0		0
22412	23	женский	0	1	38,11	1	3	1	0		0
22422	49	мужской	4	1	38,14	1	2	1	0		0
22426	38	мужской	1	2	38,08	1	2	1	0		0
22428	31	мужской	1	3	38,11	24	4	1	0	09.07.2006	1
22429	32	мужской	4	1	38,08	1	4	1	0		0
22436	42	мужской	2	2	38,22	1	4	1	0		0
22440	42	женский	3	1	38,16	4	3	1	0		0
22443	20	мужской	3	1	38,25	1	1	1	0		0
22446	33	женский	3	1	38,24	1	2	1	0		0
22447	35	женский	3	1	38,16	1	1	1	0		0
22454	90	мужской	0	1	38,19	1	2	1	0		0
22463	23	мужской	3	2	38,15	1	0	1	0		0
22472	62	мужской	2	3	38,16	2	2	1	0		0
22474	48	мужской	0	1	38,21	1	0	1	1		0
22489	34	мужской	2	1	38,21	1	1	1	0		0
22517	31	мужской	2	4	38,15	3	4	1	0		0
22544	17	мужской	0	1	38,24	1	2	1	0		0
22558	51	женский	4	1	38,15	1	3	1	0		0
22570	44	мужской	3	1	38,22	1	4	1	0		0
22586	50	женский	2	2	38,23	1	3	1	0		0
22588	48	женский	0	1	38,17	1	4	1	0		0
22605	37	мужской	1	1	38,24	1	4	1	0		0
22617	34	женский	1	1	38,24	1	2	1	0		0
22634	43	женский	3	1	38,23	1	0	1	0		0
22647	43	мужской	3	1	38,16	1	1	1	0		0
22660	32	мужской	2	1	38,16	1	4	1	0		0
22665	61	женский	1	1	38,17	1	0	1	0		0
22671	20	мужской	0	1	38,19	1	3	1	0		0
22673	18	женский	4	1	38,19	1	3	1	0		0
22687	57	женский	3	1	38,24	1	3	1	0		0
22689	44	мужской	3	1	38,24	1	3	1	0		0
22691	37	мужской	3	1	38,24	1	0	1	0		0
22692	39	мужской	2	1	38,24	1	0	1	0		0
22708	16	мужской	3	1	38,16	1	3	1	0		0
22721	39	женский	3	5	38,19	2	1	1	0		0
22743	40	мужской	2	4	38,18	2	3	1	0		0
22745	35	женский	2	3	38,21	2	2	1	0		0
22762	46	мужской	1	1	38,21	1	5	1	1		0
22766	44	мужской	0	1	38,24	1	5	1	0		0
22785	41	женский	1	1	38,23	1	4	1	0		0
22798	47	женский	4	3	38,25	2	4	1	0		0
22824	47	мужской	1	2	38,21	4	0	1	0		0
22846	42	мужской	3	3	38,17	2	4	1	0		0
22854	35	мужской	2	1	38,22	1	1	1	0		0
22859	21	мужской	2	1	38,16	1	1	1	0		0
22865	36	женский	3	2	38,15	2	3	1	0		0
22870	61	мужской	4	2	38,17	1	1	1	1	20.07.2006	1
22919	35	мужской	1	1	38,15	1	1	1	0		0
22924	33	женский	2	3	38,18	2	1	1	0		0
22931	34	мужской	4	1	38,24	1	0	1	1		0
22947	35	женский	4	1	38,19	1	4	1	0		0
22962	58	женский	3	1	38,23	1	1	1	0		0
22976	50	мужской	3	1	38,2	1	0	1	0		0
22990	40	женский	3	1	38,2	1	0	1	0		0
22993	28	женский	2	1	38,16	16	5	1	0		0
23010	15	мужской	0	1	38,16	1	1	1	0		0
23023	38	женский	3	1	38,19	1	3	1	0		0
23025	65	женский	4	3	38,25	2	0	1	1		0
23063	46	женский	1	2	38,19	1	0	1	0	01.07.2006	1
23073	63	женский	3	1	38,19	1	1	1	0		0
23086	27	женский	0	1	38,2	1	6	1	0		0
23091	26	мужской	3	1	38,24	1	0	1	0		0
23117	48	мужской	0	1	38,23	1	0	1	0		0
23134	30	мужской	2	6	38,24	17	3	1	0		0
23155	25	женский	2	1	38,24	1	2	1	0		0
23167	46	мужской	3	3	38,21	2	3	1	0		0
23177	34	женский	4	1	38,23	1	1	1	0		0
23179	51	женский	4	1	38,18	1	3	1	0		0
23185	18	мужской	3	1	38,19	1	6	1	0		0
23194	32	мужской	4	1	38,16	1	1	1	0		0
23205	31	женский	1	1	38,22	1	0	1	1		0
23225	47	мужской	3	1	38,17	1	2	1	0		0
23228	69	женский	3	1	38,2	1	1	1	0		0
23236	55	женский	2	1	38,34	1	1	1	0		0
23252	16	женский	2	1	38,45	1	1	1	0		0
23263	51	мужской	1	1	38,43	1	2	1	0		0
23264	60	женский	2	1	38,43	1	5	1	0		0
23272	53	мужской	4	4	38,39	3	2	1	0		0
23288	26	женский	2	1	38,43	1	3	1	1		0
23309	40	мужской	2	1	38,38	1	3	1	0		0
23317	39	мужской	1	1	38,45	1	2	1	0		0
23336	51	женский	0	1	38,37	1	4	1	0		0
23342	32	мужской	2	2	38,45	1	2	1	0		0
23364	44	мужской	2	1	38,44	1	2	1	0		0
23391	33	женский	3	2	38,37	1	0	1	1		0
23399	37	женский	0	1	38,36	1	3	1	0		0
23402	40	женский	2	1	38,41	1	4	1	1		0
23444	48	мужской	0	1	38,5	1	1	1	0		0
23450	11	женский	2	1	38,47	1	0	1	0		0
23452	34	мужской	3	1	38,47	1	3	1	0		0
23465	32	женский	3	5	38,48	3	1	1	0		0
23466	35	мужской	1	1	38,48	1	2	1	0		0
23469	46	мужской	0	1	38,49	1	0	1	0		0
23471	24	мужской	2	6	38,47	3	0	1	0		0
23475	37	женский	2	2	38,48	1	4	1	0	30.07.2006	1
23486	74	женский	2	1	38,52	1	2	1	0		0
23497	46	женский	2	6	38,49	3	2	1	0		0
23504	31	мужской	0	1	38,51	1	2	1	0		0
23519	42	женский	4	1	38,48	1	3	1	0		0
23520	25	мужской	2	4	38,53	1	3	1	0		0
23527	44	мужской	3	4	38,49	3	3	1	0		0
23546	46	женский	0	1	38,5	1	4	1	0		0
23553	64	мужской	4	1	38,46	1	4	1	1		0
23583	39	женский	4	1	38,49	1	2	1	0		0
23603	41	мужской	2	1	38,54	1	2	1	0		0
23633	21	мужской	0	1	38,52	1	4	1	1		0
23644	38	женский	3	1	38,5	1	3	1	0		0
23660	19	мужской	3	1	38,5	1	2	1	0		0
23714	60	мужской	3	2	38,46	1	3	1	0		0
23723	49	женский	0	1	38,46	1	2	1	1		0
23741	46	мужской	3	5	38,49	3	1	1	0		0
23747	43	мужской	0	1	38,46	1	4	1	0		0
23770	23	женский	3	1	38,46	1	0	1	0		0
23771	27	женский	2	1	38,47	1	2	1	0		0
23786	42	женский	2	1	38,55	1	1	1	0		0
23801	30	женский	4	1	38,68	1	0	1	0		0
23825	43	женский	2	1	38,7	1	2	1	0		0
23837	47	женский	1	1	38,74	1	1	1	0		0
23844	56	мужской	3	1	38,67	1	3	1	1		0
23856	53	женский	0	1	38,67	1	4	1	0		0
23880	32	женский	0	1	38,82	1	2	1	0		0
23881	33	мужской	4	1	38,77	1	2	1	0		0
23887	40	мужской	2	2	38,76	1	1	1	0	26.07.2006	1
23917	40	мужской	1	1	38,85	1	2	1	0		0
23927	27	мужской	0	1	38,81	1	2	1	0		0
23939	35	мужской	2	1	38,75	1	2	1	0		0
23942	22	мужской	2	1	38,84	1	1	1	0		0
23947	36	мужской	4	1	38,84	1	3	1	0		0
23954	47	мужской	4	1	38,76	1	4	1	0		0
23956	44	женский	3	1	38,87	1	1	1	0		0
23988	53	женский	0	1	38,91	1	0	1	0		0
24012	40	женский	0	1	38,87	1	4	1	0		0
24051	30	мужской	2	1	38,86	1	2	1	0		0
24056	20	мужской	3	4	38,92	3	0	1	0		0
24058	34	мужской	0	1	38,92	1	0	1	0		0
24086	27	женский	2	1	38,86	1	2	1	0		0
24088	39	мужской	4	1	38,86	1	2	1	0		0
24102	67	женский	2	3	38,92	1	3	1	0		0
24114	36	женский	2	4	38,95	3	3	1	0	26.07.2006	1
24152	33	женский	3	4	38,88	1	0	1	0		0
24162	48	женский	3	1	38,88	1	1	1	0		0
24165	33	мужской	1	1	38,89	1	0	1	1		0
24177	31	мужской	1	1	38,86	1	3	1	0		0
24191	23	мужской	3	1	38,92	1	5	1	0		0
24206	46	мужской	4	2	38,95	1	7	1	0		0
24208	47	женский	3	1	38,9	1	3	1	0		0
24215	48	мужской	0	1	38,93	1	2	1	0		0
24222	59	женский	3	3	38,93	3	0	1	0		0
24223	38	женский	0	1	38,85	1	0	1	0		0
24259	38	женский	3	1	38,92	1	2	1	0		0
24260	42	мужской	1	1	38,9	1	2	1	0		0
24284	42	мужской	3	2	38,93	1	3	1	0	02.07.2006	1
24303	37	женский	3	2	38,85	2	4	1	0		0
24305	39	женский	2	1	38,85	1	1	1	0		0
24306	31	мужской	3	1	38,89	1	2	1	0		0
24309	36	женский	2	1	38,86	1	3	1	0		0
24345	43	женский	2	1	38,86	1	4	1	0		0
24348	39	женский	3	1	38,94	1	2	1	0		0
24349	35	мужской	3	1	38,86	1	2	1	0		0
24359	26	женский	3	1	38,85	1	1	1	0		0
24363	31	мужской	2	1	38,91	1	1	1	0		0
24376	32	женский	3	1	38,9	1	3	1	0		0
24388	41	женский	3	1	38,88	1	3	1	0		0
24391	27	женский	2	5	38,94	19	1	1	0		0
24400	40	мужской	0	3	38,87	1	4	1	0		0
24430	30	женский	2	1	38,92	1	0	1	0		0
24436	12	женский	0	1	38,89	1	2	1	0		0
24441	40	женский	1	4	38,92	3	0	1	0		0
24453	38	мужской	3	5	38,9	2	1	1	1		0
24476	57	мужской	2	1	39,05	1	1	1	0		0
24494	46	мужской	2	1	38,98	1	5	1	0		0
24496	42	женский	2	3	38,99	1	3	1	0		0
24503	77	женский	1	1	39,04	1	1	1	0		0
24506	27	мужской	2	1	39,04	1	1	1	0		0
24509	30	мужской	2	2	39,03	1	3	1	0		0
24527	50	женский	2	1	38,98	1	0	1	0		0
24535	31	женский	3	1	39,03	1	7	1	0	01.07.2006	1
24537	45	женский	2	1	39	1	1	1	0		0
24564	39	женский	0	1	39,02	1	1	1	0		0
24565	40	мужской	2	1	39	1	2	1	0		0
24567	29	женский	1	1	38,97	1	2	1	0		0
24570	56	мужской	2	1	39,02	1	3	1	0		0
24576	27	мужской	0	1	39,02	1	2	1	0		0
24587	35	мужской	2	1	38,98	1	2	1	0		0
24593	53	женский	2	3	39,03	2	8	1	0		0
24594	39	мужской	4	1	39	1	0	1	1		0
24597	58	женский	2	1	39,03	1	3	1	0		0
24621	34	женский	0	1	39,05	1	3	1	0		0
24628	23	мужской	3	2	38,95	2	3	1	0		0
24631	65	женский	0	1	39,04	1	2	1	0		0
24644	37	мужской	4	1	39,04	1	3	1	0		0
24657	44	мужской	3	4	39,09	1	2	1	0		0
24664	41	мужской	2	1	39,1	1	3	1	0		0
24669	32	женский	3	5	39,15	2	2	1	0		0
24671	45	женский	2	1	39,11	1	4	1	0		0
24694	14	женский	2	1	39,23	1	1	1	0		0
24707	35	мужской	3	1	39,18	1	1	1	0		0
24714	19	женский	4	6	39,22	6	1	1	1		0
24718	53	мужской	4	1	39,18	1	6	1	0		0
24725	28	женский	4	3	39,22	2	3	1	0		0
24739	45	женский	1	1	39,34	1	3	1	0		0
24752	34	женский	2	1	39,33	1	1	1	0		0
24755	26	мужской	3	1	39,29	1	1	1	0		0
24795	31	женский	3	2	39,28	1	0	1	0		0
24829	34	мужской	3	1	39,35	1	3	1	0		0
24838	42	мужской	2	1	39,3	1	1	1	0		0
24840	23	женский	3	1	39,32	1	1	1	0		0
24859	48	мужской	3	2	39,29	1	2	1	0		0
24908	50	мужской	3	6	39,27	27	0	1	0		0
24924	20	женский	3	1	39,34	1	0	1	0		0
24955	50	женский	4	1	39,31	1	1	1	0		0
24968	51	женский	4	1	39,32	1	2	1	0		0
24973	30	мужской	0	1	39,32	1	3	1	0		0
24977	32	женский	2	3	39,33	3	0	1	0	04.07.2006	1
24986	36	женский	0	1	39,32	1	1	1	0		0
24987	25	женский	4	1	39,32	1	1	1	0		0
25001	49	мужской	2	3	39,35	2	3	1	0	08.07.2006	1
25025	38	мужской	2	1	39,29	1	3	1	0		0
25028	20	мужской	2	5	39,31	4	3	1	0		0
25030	38	женский	2	3	39,29	26	2	1	0	23.07.2006	1
25031	29	мужской	4	3	39,29	1	2	1	0		0
25038	35	женский	2	1	39,29	1	7	1	0		0
25055	31	мужской	2	1	39,28	1	7	1	0		0
25058	37	женский	3	1	39,34	1	2	1	0		0
25059	58	мужской	2	1	39,35	1	2	1	0		0
25070	41	мужской	3	1	39,28	1	7	1	0		0
25072	58	мужской	2	1	39,26	1	1	1	0		0
25082	46	женский	4	4	39,34	2	2	1	0		0
25085	57	мужской	2	1	39,34	1	2	1	0		0
25097	40	мужской	3	1	39,36	1	2	1	0		0
25127	40	мужской	0	4	39,43	1	3	1	0		0
25148	29	женский	3	1	39,42	1	4	1	0		0
25164	34	женский	2	1	39,36	1	2	1	0		0
25176	33	мужской	2	1	39,36	1	3	1	0		0
25210	43	мужской	3	6	39,36	3	3	1	0		0
25224	29	женский	2	1	39,36	1	2	1	0		0
25225	43	мужской	3	1	39,4	1	1	1	0		0
25229	28	женский	4	1	39,41	1	4	1	0		0
25237	20	мужской	3	1	39,41	1	3	1	0		0
25251	26	женский	2	5	39,37	2	2	1	0		0
25262	23	женский	1	1	39,44	1	2	1	0		0
25285	32	женский	3	1	39,62	1	1	1	0		0
25302	70	женский	2	4	39,58	2	1	1	0		0
25307	57	женский	3	1	39,63	1	0	1	0		0
25313	40	женский	1	1	39,61	1	6	1	0		0
25343	22	женский	3	1	39,73	1	3	1	0		0
25352	35	мужской	1	1	39,84	1	3	1	0		0
25363	27	женский	3	1	39,82	1	3	1	0		0
25370	34	мужской	1	1	39,82	1	1	1	0		0
25378	49	женский	2	1	39,83	1	1	1	0		0
25398	23	мужской	4	1	39,78	1	1	1	0		0
25422	36	женский	1	1	39,8	1	5	1	0		0
25430	39	мужской	0	1	39,77	1	4	1	0		0
25438	30	женский	1	2	39,78	2	2	1	0		0
25449	68	женский	2	1	39,79	1	6	1	0		0
25486	41	мужской	2	5	39,84	2	2	1	0	27.07.2006	1
25493	42	женский	2	3	39,76	2	4	1	0		0
25502	35	мужской	2	1	39,85	1	1	1	1		0
25504	42	мужской	2	1	39,79	1	2	1	0		0
25509	57	мужской	0	1	39,77	1	5	1	0		0
25515	52	женский	1	1	39,85	1	1	1	0		0
25522	28	мужской	3	1	39,82	1	2	1	0		0
25533	44	женский	3	1	39,82	1	3	1	0		0
25562	47	женский	1	6	39,79	20	2	1	0		0
25565	48	мужской	3	1	39,77	1	4	1	0		0
25582	79	женский	4	1	39,84	1	1	1	0		0
25586	39	мужской	3	3	39,76	1	3	1	0	23.07.2006	1
25604	49	женский	3	1	39,79	1	2	1	0		0
25611	35	женский	3	1	39,82	3	3	1	0	06.07.2006	1
25624	36	женский	2	2	39,76	22	2	1	0		0
25626	37	женский	0	1	39,8	1	1	1	0		0
25649	49	женский	3	1	39,82	1	2	1	0		0
25651	38	мужской	1	1	39,77	1	0	1	0		0
25654	42	женский	4	2	39,8	9	3	1	0		0
25679	61	мужской	2	2	39,79	2	1	1	0		0
25681	34	женский	3	2	39,8	1	1	1	0		0
25686	32	мужской	1	3	39,87	1	5	1	0	03.07.2006	1
25694	55	женский	4	1	39,95	1	3	1	0		0
25741	39	мужской	4	1	39,86	1	3	1	0		0
25759	17	женский	3	6	39,87	20	1	1	0		0
25778	52	мужской	2	1	39,89	1	3	1	0		0
25787	66	женский	0	1	39,91	1	1	1	0		0
25812	34	мужской	2	1	39,94	1	1	1	0		0
25815	51	мужской	2	1	39,9	1	0	1	0		0
25820	24	мужской	4	2	39,86	2	2	1	0		0
25822	48	мужской	4	3	39,86	1	2	1	0		0
25832	19	женский	4	1	39,93	1	3	1	0		0
25834	68	женский	3	2	39,92	29	1	1	0	22.07.2006	1
25843	30	мужской	3	1	39,86	1	3	1	0		0
25849	36	женский	1	2	39,88	1	1	1	0	16.07.2006	1
25852	40	мужской	3	4	39,88	3	3	1	0		0
25860	34	женский	4	4	39,86	1	3	1	0		0
25868	46	женский	3	4	39,9	2	0	1	0		0
25878	32	женский	2	1	39,87	1	0	1	0		0
25939	58	женский	2	1	39,89	1	2	1	0		0
25951	35	женский	1	4	39,87	2	5	1	0		0
25959	30	мужской	0	2	39,89	1	1	1	0		0
26006	42	мужской	3	1	39,9	1	2	1	0		0
26028	73	женский	2	4	39,92	3	3	1	0		0
26055	36	мужской	2	1	39,85	1	0	1	0		0
26069	56	мужской	2	1	39,85	7	3	1	0		0
26073	33	женский	4	1	39,94	1	4	1	0		0
26084	22	мужской	2	2	39,9	1	0	1	0		0
26095	24	мужской	0	1	39,9	1	0	1	1		0
26104	36	мужской	3	2	39,91	14	3	1	0	03.07.2006	1
26148	54	женский	2	1	39,89	1	5	1	0		0
26166	43	мужской	1	1	39,87	1	2	1	0		0
26194	35	мужской	0	1	39,89	1	3	1	0		0
26199	43	женский	3	5	39,88	3	1	1	0		0
26211	40	женский	3	3	39,86	1	2	1	0		0
26227	37	мужской	2	1	39,9	1	1	1	0		0
26230	46	женский	0	1	39,86	1	0	1	0		0
26251	53	мужской	3	1	39,88	1	1	1	0		0
26262	59	мужской	4	1	39,89	1	3	1	0		0
26270	39	женский	4	3	39,86	1	3	1	0		0
26275	53	женский	2	3	39,86	1	2	1	0		0
26282	48	мужской	2	1	39,87	1	2	1	0		0
26310	34	мужской	2	1	39,86	1	1	1	0		0
26312	50	мужской	1	1	39,93	1	6	1	1		0
26321	22	женский	3	1	39,94	1	3	1	0		0
26325	38	женский	3	1	39,86	1	3	1	0		0
26333	42	женский	0	1	39,91	1	1	1	0		0
26341	42	женский	0	1	39,88	1	2	1	0		0
26351	52	женский	4	1	39,86	1	2	1	0		0
26355	37	женский	3	1	39,94	1	2	1	0		0
26357	38	мужской	2	1	39,88	1	3	1	0		0
26359	63	женский	2	2	39,9	1	0	1	0		0
26378	52	женский	1	1	39,91	1	3	1	0		0
26381	37	женский	4	2	39,89	1	1	1	0		0
26400	36	женский	3	3	39,93	2	3	1	0		0
26402	46	женский	3	1	39,93	1	3	1	0		0
26403	64	женский	3	4	39,86	2	3	1	0		0
26414	29	мужской	4	2	39,91	1	6	1	0		0
26427	36	женский	3	1	39,92	1	5	1	0		0
26429	27	мужской	0	1	39,87	1	3	1	0		0
26430	56	женский	2	3	39,87	17	3	1	0	31.07.2006	1
26453	38	женский	2	1	39,89	6	0	1	0		0
26490	30	женский	2	4	40,02	3	5	1	0		0
26496	35	мужской	0	1	40,04	1	3	1	0		0
26499	28	женский	4	1	39,96	1	2	1	0		0
26501	40	женский	4	2	40,01	1	2	1	1		0
26510	37	женский	3	1	40,01	1	5	1	0		0
26528	46	мужской	2	1	40	1	2	1	0		0
26547	24	женский	3	1	40,04	1	3	1	0		0
26559	34	мужской	1	1	40,13	1	2	1	0		0
26564	41	мужской	3	1	40,09	1	2	1	1		0
26571	25	мужской	2	5	40,09	1	2	1	0		0
26596	48	мужской	2	3	40,19	1	4	1	0		0
26606	39	мужской	1	2	40,17	1	0	1	0		0
26615	40	женский	4	1	40,19	1	2	1	0		0
26621	61	женский	0	1	40,16	1	1	1	0		0
26622	32	женский	2	4	40,19	2	4	1	1		0
26626	45	мужской	0	1	40,22	1	2	1	0		0
26640	54	мужской	1	6	40,23	13	3	1	0	18.07.2006	1
26664	64	мужской	4	1	40,23	1	2	1	1		0
26692	77	мужской	1	2	40,16	1	2	1	1		0
26698	57	женский	1	3	40,2	1	3	1	0		0
26709	34	женский	0	1	40,29	1	1	1	0		0
26710	17	мужской	4	1	40,29	1	1	1	1		0
26717	34	мужской	1	3	40,26	2	8	1	0		0
26728	38	женский	0	5	40,28	1	3	1	0		0
26729	21	женский	0	1	40,27	1	5	1	0		0
26731	21	мужской	3	1	40,29	1	2	1	0		0
26743	46	женский	2	1	40,35	1	2	1	0		0
26750	47	женский	3	4	40,28	2	5	1	0		0
26758	18	мужской	2	3	40,27	1	2	1	0		0
26760	37	женский	3	4	40,32	2	6	1	1		0
26762	44	мужской	1	3	40,29	1	0	1	0		0
26772	35	женский	2	1	40,25	1	2	1	0		0
26804	46	мужской	3	1	40,3	1	3	1	0		0
26812	33	мужской	4	1	40,28	1	0	1	0		0
26839	34	женский	0	1	40,31	1	7	1	0		0
26841	33	женский	3	3	40,26	2	0	1	0		0
26857	50	женский	1	2	40,34	1	0	1	0	21.07.2006	1
26863	56	женский	2	4	40,3	1	2	1	0		0
26868	28	женский	0	1	40,3	1	4	1	0		0
26877	49	мужской	0	1	40,28	1	4	1	0		0
26882	33	женский	2	1	40,26	1	3	1	0		0
26891	50	мужской	1	2	40,29	10	2	1	0	12.07.2006	1
26897	46	женский	0	1	40,34	1	1	0	0		0
26912	22	мужской	0	1	40,34	1	0	1	0		0
26915	38	мужской	3	1	40,28	1	3	1	0		0
26918	42	женский	4	5	40,38	3	4	1	0	01.07.2006	1
26948	76	женский	2	1	40,41	1	2	1	0		0
26951	52	мужской	0	1	40,43	1	2	1	0		0
26964	35	женский	3	1	40,37	1	0	1	0		0
26970	37	женский	2	1	40,37	1	5	1	0		0
26982	26	женский	3	4	40,38	3	0	1	0	30.07.2006	1
27021	55	мужской	4	4	40,45	3	4	1	0	04.07.2006	1
27050	40	женский	2	1	40,39	1	4	1	0		0
27057	63	женский	0	1	40,38	1	5	1	1		0
27059	55	мужской	4	1	40,42	1	2	1	1		0
27061	31	женский	2	1	40,42	1	5	1	0		0
27070	41	мужской	3	1	40,37	6	0	1	0		0
