Код	Дата	ОД, %	Возраст	Проживание	Срок проживания в регионе	Семейное положение	Образование	Стаж работы на последнем месте	Уровень должности	Кредитная история	Просрочки свыше 60 дн.	Тестовое множество
1326	25.04.2007	26	40	Собственник	свыше 5 лет	Другое	высшее	менее 1 года	руководитель среднего звена	положительная	0	False
1327	25.04.2007	13	38	Муниципальное жилье	менее 1 года	Женат/замужем	среднее	менее 1 года	руководитель среднего звена	нет данных	0	False
1328	25.04.2007	44	51	Собственник	от 1 до 5 лет	Женат/замужем	среднее	менее 1 года	сотрудник	нет данных	1	False
1329	25.04.2007	35	36	Собственник	менее 1 года	Холост/Не замужем	высшее	менее 1 года	сотрудник	нет данных	0	False
1330	25.04.2007	51	42	Собственник	свыше 5 лет	Холост/Не замужем	среднее	менее 1 года	руководитель среднего звена	нет данных	0	False
1331	25.04.2007	33	30	Аренда	свыше 5 лет	Женат/замужем	высшее	свыше 3 лет	сотрудник	положительная	0	False
1332	25.04.2007	49	36	Собственник	от 1 до 5 лет	Холост/Не замужем	высшее	от 1 года до 3 лет	сотрудник	нет данных	0	False
1333	25.04.2007	13	53	Собственник	от 1 до 5 лет	Женат/замужем	высшее	от 1 года до 3 лет	сотрудник	нет данных	0	True
1334	25.04.2007	53	37	Собственник	от 1 до 5 лет	Холост/Не замужем	высшее	свыше 3 лет	сотрудник	положительная	0	True
1335	25.04.2007	14	48	Собственник	от 1 до 5 лет	Холост/Не замужем	среднее специальное	менее 1 года	сотрудник	положительная	0	False
1336	25.04.2007	28	27	Собственник	от 1 до 5 лет	Другое	среднее специальное	менее 1 года	сотрудник	отрицательная	1	False
1337	25.04.2007	32	38	Собственник	свыше 5 лет	Холост/Не замужем	среднее специальное	от 1 года до 3 лет	сотрудник	нет данных	0	False
1338	25.04.2007	26	51	Собственник	свыше 5 лет	Женат/замужем	среднее	от 1 года до 3 лет	руководитель среднего звена	нет данных	0	True
1339	25.04.2007	29	37	Собственник	менее 1 года	Женат/замужем	среднее специальное	менее 1 года	руководитель среднего звена	нет данных	0	False
1340	25.04.2007	43	32	Аренда	менее 1 года	Другое	высшее	менее 1 года	руководитель среднего звена	положительная	0	False
1341	25.04.2007	25	33	Собственник	свыше 5 лет	Женат/замужем	высшее	свыше 3 лет	сотрудник	нет данных	0	False
1342	25.04.2007	45	54	Собственник	от 1 до 5 лет	Женат/замужем	высшее	от 1 года до 3 лет	сотрудник	положительная	0	False
1343	25.04.2007	45	30	Муниципальное жилье	менее 1 года	Разведен(а)/Вдовство	среднее	свыше 3 лет	сотрудник	нет данных	1	False
1344	25.04.2007	34	24	Собственник	свыше 5 лет	Женат/замужем	высшее	свыше 3 лет	сотрудник	отрицательная	0	False
1345	25.04.2007	41	30	Собственник	свыше 5 лет	Женат/замужем	среднее специальное	от 1 года до 3 лет	сотрудник	нет данных	0	False
1346	25.04.2007	18	27	Собственник	от 1 до 5 лет	Женат/замужем	среднее	менее 1 года	сотрудник	нет данных	0	False
1347	25.04.2007	46	33	Собственник	менее 1 года	Холост/Не замужем	высшее	свыше 3 лет	сотрудник	нет данных	0	True
1348	25.04.2007	26	35	Муниципальное жилье	менее 1 года	Разведен(а)/Вдовство	среднее	менее 1 года	сотрудник	положительная	0	False
1349	25.04.2007	37	31	Собственник	менее 1 года	Женат/замужем	среднее специальное	менее 1 года	руководитель среднего звена	нет данных	1	True
1350	25.04.2007	37	43	Собственник	от 1 до 5 лет	Холост/Не замужем	среднее	свыше 3 лет	руководитель среднего звена	положительная	0	False
1351	25.04.2007	20	35	Муниципальное жилье	от 1 до 5 лет	Другое	высшее	от 1 года до 3 лет	сотрудник	положительная	0	False
1352	25.04.2007	34	28	Аренда	свыше 5 лет	Холост/Не замужем	высшее	менее 1 года	руководитель среднего звена	нет данных	0	False
1353	25.04.2007	54	38	Собственник	от 1 до 5 лет	Женат/замужем	среднее	от 1 года до 3 лет	руководитель среднего звена	нет данных	0	False
1354	25.04.2007	43	57	Собственник	менее 1 года	Женат/замужем	среднее специальное	менее 1 года	руководитель среднего звена	положительная	0	False
1355	25.04.2007	50	29	Муниципальное жилье	свыше 5 лет	Холост/Не замужем	среднее специальное	от 1 года до 3 лет	сотрудник	положительная	0	False
1356	25.04.2007	30	23	Собственник	менее 1 года	Женат/замужем	среднее	менее 1 года	руководитель среднего звена	положительная	0	False
1357	25.04.2007	32	29	Муниципальное жилье	менее 1 года	Женат/замужем	высшее	менее 1 года	сотрудник	отрицательная	1	False
1358	25.04.2007	11	30	Собственник	свыше 5 лет	Женат/замужем	среднее специальное	свыше 3 лет	сотрудник	нет данных	0	False
1359	25.04.2007	37	40	Муниципальное жилье	от 1 до 5 лет	Женат/замужем	среднее	менее 1 года	руководитель среднего звена	нет данных	0	True
1360	25.04.2007	42	30	Собственник	менее 1 года	Холост/Не замужем	высшее	свыше 3 лет	сотрудник	нет данных	0	False
1361	25.04.2007	39	50	Собственник	свыше 5 лет	Женат/замужем	среднее	менее 1 года	сотрудник	нет данных	0	False
1362	25.04.2007	31	29	Муниципальное жилье	менее 1 года	Холост/Не замужем	среднее	менее 1 года	руководитель среднего звена	положительная	0	True
1363	25.04.2007	52	27	Собственник	от 1 до 5 лет	Другое	высшее	от 1 года до 3 лет	сотрудник	положительная	0	False
1364	25.04.2007	12	42	Собственник	менее 1 года	Другое	высшее	менее 1 года	сотрудник	нет данных	0	False
1365	25.04.2007	19	35	Собственник	свыше 5 лет	Разведен(а)/Вдовство	среднее	от 1 года до 3 лет	сотрудник	нет данных	0	False
1366	25.04.2007	51	44	Собственник	менее 1 года	Женат/замужем	высшее	менее 1 года	руководитель высшего звена	нет данных	0	False
1367	25.04.2007	13	38	Муниципальное жилье	менее 1 года	Женат/замужем	среднее специальное	менее 1 года	сотрудник	положительная	0	False
1368	26.04.2007	29	26	Аренда	менее 1 года	Холост/Не замужем	высшее	менее 1 года	сотрудник	положительная	0	False
1369	26.04.2007	52	45	Собственник	от 1 до 5 лет	Холост/Не замужем	высшее	менее 1 года	сотрудник	нет данных	0	False
1370	26.04.2007	25	38	Собственник	свыше 5 лет	Другое	среднее специальное	менее 1 года	сотрудник	положительная	0	False
1371	26.04.2007	18	32	Собственник	от 1 до 5 лет	Разведен(а)/Вдовство	среднее	менее 1 года	руководитель среднего звена	нет данных	0	True
1372	26.04.2007	24	55	Собственник	менее 1 года	Женат/замужем	среднее	менее 1 года	сотрудник	нет данных	1	False
1373	26.04.2007	49	25	Собственник	от 1 до 5 лет	Другое	среднее	свыше 3 лет	сотрудник	положительная	0	False
1374	26.04.2007	39	24	Муниципальное жилье	от 1 до 5 лет	Холост/Не замужем	среднее	от 1 года до 3 лет	сотрудник	нет данных	1	False
1375	26.04.2007	19	43	Собственник	от 1 до 5 лет	Другое	высшее	менее 1 года	сотрудник	нет данных	0	False
1376	26.04.2007	23	39	Собственник	менее 1 года	Женат/замужем	высшее	свыше 3 лет	сотрудник	нет данных	0	True
1377	26.04.2007	32	31	Собственник	менее 1 года	Разведен(а)/Вдовство	среднее специальное	менее 1 года	руководитель среднего звена	нет данных	1	False
1378	26.04.2007	38	32	Собственник	менее 1 года	Другое	среднее специальное	менее 1 года	сотрудник	нет данных	1	False
1379	26.04.2007	35	30	Собственник	менее 1 года	Женат/замужем	среднее	менее 1 года	сотрудник	нет данных	0	False
1380	26.04.2007	26	36	Собственник	менее 1 года	Женат/замужем	среднее специальное	менее 1 года	сотрудник	нет данных	0	True
1381	26.04.2007	34	27	Собственник	менее 1 года	Холост/Не замужем	высшее	свыше 3 лет	сотрудник	нет данных	0	False
1382	26.04.2007	41	38	Собственник	свыше 5 лет	Другое	среднее специальное	свыше 3 лет	сотрудник	положительная	0	False
1383	26.04.2007	49	25	Муниципальное жилье	менее 1 года	Холост/Не замужем	среднее специальное	менее 1 года	руководитель среднего звена	нет данных	0	False
1384	26.04.2007	27	38	Собственник	свыше 5 лет	Женат/замужем	среднее	менее 1 года	сотрудник	нет данных	0	False
1385	26.04.2007	55	42	Собственник	от 1 до 5 лет	Женат/замужем	высшее	свыше 3 лет	руководитель среднего звена	нет данных	0	False
1386	26.04.2007	23	45	Собственник	от 1 до 5 лет	Другое	среднее	свыше 3 лет	сотрудник	нет данных	0	False
1387	26.04.2007	28	33	Муниципальное жилье	менее 1 года	Холост/Не замужем	высшее	свыше 3 лет	сотрудник	отрицательная	0	True
1388	26.04.2007	41	35	Аренда	менее 1 года	Холост/Не замужем	среднее специальное	менее 1 года	сотрудник	положительная	0	False
1389	26.04.2007	35	23	Муниципальное жилье	от 1 до 5 лет	Другое	среднее специальное	свыше 3 лет	сотрудник	положительная	0	True
1390	27.04.2007	54	42	Собственник	менее 1 года	Другое	среднее специальное	менее 1 года	сотрудник	нет данных	0	False
1391	27.04.2007	22	34	Муниципальное жилье	от 1 до 5 лет	Холост/Не замужем	высшее	менее 1 года	сотрудник	нет данных	0	False
1392	27.04.2007	53	37	Муниципальное жилье	от 1 до 5 лет	Разведен(а)/Вдовство	среднее	от 1 года до 3 лет	руководитель среднего звена	нет данных	0	False
1393	27.04.2007	43	36	Собственник	менее 1 года	Другое	среднее специальное	менее 1 года	руководитель среднего звена	нет данных	0	True
1394	27.04.2007	35	30	Аренда	менее 1 года	Холост/Не замужем	высшее	свыше 3 лет	руководитель среднего звена	отрицательная	0	False
1395	27.04.2007	39	43	Собственник	свыше 5 лет	Женат/замужем	высшее	менее 1 года	руководитель среднего звена	нет данных	0	False
1396	27.04.2007	12	41	Собственник	менее 1 года	Женат/замужем	среднее специальное	менее 1 года	руководитель среднего звена	положительная	0	False
1397	27.04.2007	15	25	Собственник	от 1 до 5 лет	Разведен(а)/Вдовство	высшее	от 1 года до 3 лет	сотрудник	нет данных	0	False
1398	27.04.2007	32	32	Собственник	свыше 5 лет	Холост/Не замужем	среднее специальное	менее 1 года	сотрудник	положительная	0	False
1399	27.04.2007	20	33	Аренда	свыше 5 лет	Холост/Не замужем	среднее	менее 1 года	сотрудник	нет данных	0	False
1400	27.04.2007	34	33	Собственник	свыше 5 лет	Женат/замужем	высшее	от 1 года до 3 лет	сотрудник	нет данных	0	False
1401	27.04.2007	37	25	Муниципальное жилье	менее 1 года	Другое	высшее	менее 1 года	сотрудник	положительная	0	False
1402	27.04.2007	52	45	Собственник	менее 1 года	Другое	среднее специальное	менее 1 года	сотрудник	отрицательная	0	False
1403	27.04.2007	41	27	Собственник	свыше 5 лет	Холост/Не замужем	среднее	менее 1 года	сотрудник	нет данных	0	False
1404	27.04.2007	35	49	Муниципальное жилье	менее 1 года	Холост/Не замужем	среднее специальное	менее 1 года	сотрудник	нет данных	0	False
1405	27.04.2007	34	34	Собственник	менее 1 года	Женат/замужем	среднее	менее 1 года	сотрудник	положительная	0	False
1406	27.04.2007	20	36	Муниципальное жилье	от 1 до 5 лет	Холост/Не замужем	среднее специальное	менее 1 года	руководитель среднего звена	положительная	0	False
1407	27.04.2007	53	29	Собственник	свыше 5 лет	Холост/Не замужем	среднее специальное	менее 1 года	руководитель высшего звена	нет данных	0	False
1408	27.04.2007	40	44	Собственник	менее 1 года	Женат/замужем	высшее	менее 1 года	сотрудник	положительная	0	False
1409	27.04.2007	34	23	Собственник	свыше 5 лет	Женат/замужем	среднее	свыше 3 лет	сотрудник	нет данных	0	True
1410	27.04.2007	42	42	Собственник	менее 1 года	Другое	среднее специальное	свыше 3 лет	сотрудник	положительная	0	True
1411	27.04.2007	19	31	Собственник	менее 1 года	Холост/Не замужем	среднее специальное	свыше 3 лет	сотрудник	нет данных	0	False
1412	27.04.2007	22	32	Собственник	свыше 5 лет	Женат/замужем	среднее специальное	менее 1 года	сотрудник	положительная	0	False
1413	27.04.2007	20	35	Собственник	свыше 5 лет	Другое	высшее	менее 1 года	сотрудник	нет данных	0	False
1414	27.04.2007	40	41	Муниципальное жилье	менее 1 года	Женат/замужем	среднее	менее 1 года	руководитель среднего звена	нет данных	0	False
1415	27.04.2007	12	27	Собственник	менее 1 года	Женат/замужем	высшее	свыше 3 лет	сотрудник	нет данных	0	False
1416	27.04.2007	39	59	Собственник	менее 1 года	Женат/замужем	высшее	менее 1 года	руководитель среднего звена	положительная	0	False
1417	27.04.2007	54	44	Собственник	от 1 до 5 лет	Женат/замужем	высшее	менее 1 года	руководитель среднего звена	отрицательная	0	False
1418	27.04.2007	33	40	Аренда	от 1 до 5 лет	Холост/Не замужем	среднее	менее 1 года	сотрудник	нет данных	0	False
1419	27.04.2007	35	30	Муниципальное жилье	от 1 до 5 лет	Женат/замужем	среднее	свыше 3 лет	сотрудник	положительная	0	True
1420	27.04.2007	32	43	Аренда	от 1 до 5 лет	Холост/Не замужем	среднее	менее 1 года	сотрудник	нет данных	0	False
1421	27.04.2007	19	37	Собственник	менее 1 года	Женат/замужем	высшее	менее 1 года	сотрудник	нет данных	0	False
1422	27.04.2007	55	59	Собственник	от 1 до 5 лет	Женат/замужем	высшее	от 1 года до 3 лет	руководитель высшего звена	нет данных	0	False
1423	27.04.2007	47	32	Собственник	свыше 5 лет	Другое	среднее специальное	от 1 года до 3 лет	сотрудник	нет данных	0	True
1424	27.04.2007	30	43	Собственник	менее 1 года	Холост/Не замужем	высшее	менее 1 года	сотрудник	нет данных	0	False
1425	27.04.2007	24	45	Собственник	менее 1 года	Женат/замужем	высшее	менее 1 года	сотрудник	положительная	0	False
1426	27.04.2007	55	35	Муниципальное жилье	от 1 до 5 лет	Другое	среднее специальное	менее 1 года	руководитель среднего звена	нет данных	0	False
1427	27.04.2007	46	38	Муниципальное жилье	менее 1 года	Женат/замужем	среднее специальное	менее 1 года	сотрудник	нет данных	0	False
1428	27.04.2007	21	50	Собственник	от 1 до 5 лет	Разведен(а)/Вдовство	среднее специальное	менее 1 года	сотрудник	нет данных	0	False
1429	27.04.2007	17	42	Собственник	свыше 5 лет	Разведен(а)/Вдовство	высшее	от 1 года до 3 лет	руководитель среднего звена	нет данных	0	False
1430	27.04.2007	38	47	Муниципальное жилье	менее 1 года	Другое	среднее специальное	менее 1 года	руководитель среднего звена	отрицательная	0	False
1431	27.04.2007	13	29	Муниципальное жилье	менее 1 года	Другое	среднее специальное	менее 1 года	сотрудник	положительная	0	False
1432	28.04.2007	28	32	Собственник	менее 1 года	Другое	среднее	менее 1 года	руководитель среднего звена	нет данных	0	False
1433	28.04.2007	48	28	Собственник	менее 1 года	Женат/замужем	среднее специальное	менее 1 года	руководитель среднего звена	положительная	0	False
1434	28.04.2007	39	39	Собственник	от 1 до 5 лет	Женат/замужем	высшее	от 1 года до 3 лет	руководитель среднего звена	нет данных	0	False
1435	28.04.2007	21	44	Аренда	от 1 до 5 лет	Женат/замужем	среднее специальное	от 1 года до 3 лет	сотрудник	отрицательная	0	True
1436	28.04.2007	15	33	Собственник	менее 1 года	Женат/замужем	высшее	менее 1 года	сотрудник	положительная	0	False
1437	28.04.2007	19	24	Собственник	от 1 до 5 лет	Холост/Не замужем	высшее	менее 1 года	руководитель среднего звена	нет данных	0	False
1438	28.04.2007	12	28	Собственник	от 1 до 5 лет	Разведен(а)/Вдовство	высшее	от 1 года до 3 лет	сотрудник	положительная	0	False
1439	28.04.2007	34	36	Собственник	менее 1 года	Женат/замужем	высшее	менее 1 года	руководитель среднего звена	нет данных	0	True
1440	28.04.2007	41	34	Муниципальное жилье	менее 1 года	Женат/замужем	высшее	менее 1 года	сотрудник	нет данных	0	False
1441	28.04.2007	39	37	Собственник	менее 1 года	Женат/замужем	среднее специальное	менее 1 года	руководитель среднего звена	нет данных	0	False
1442	28.04.2007	51	24	Собственник	от 1 до 5 лет	Другое	среднее специальное	от 1 года до 3 лет	руководитель среднего звена	нет данных	0	True
1443	28.04.2007	21	47	Собственник	от 1 до 5 лет	Холост/Не замужем	высшее	от 1 года до 3 лет	сотрудник	нет данных	0	False
1444	28.04.2007	26	31	Собственник	от 1 до 5 лет	Холост/Не замужем	среднее	от 1 года до 3 лет	сотрудник	отрицательная	0	False
1445	28.04.2007	15	23	Муниципальное жилье	свыше 5 лет	Женат/замужем	среднее специальное	от 1 года до 3 лет	сотрудник	положительная	0	True
1446	28.04.2007	39	37	Собственник	от 1 до 5 лет	Женат/замужем	среднее	менее 1 года	сотрудник	нет данных	0	False
1447	28.04.2007	20	44	Собственник	свыше 5 лет	Другое	среднее специальное	от 1 года до 3 лет	сотрудник	нет данных	0	True
1448	28.04.2007	15	33	Собственник	менее 1 года	Другое	среднее	менее 1 года	руководитель среднего звена	нет данных	1	False
1449	28.04.2007	38	34	Собственник	менее 1 года	Холост/Не замужем	среднее	менее 1 года	руководитель среднего звена	положительная	0	False
1450	29.04.2007	15	57	Собственник	от 1 до 5 лет	Холост/Не замужем	среднее	свыше 3 лет	сотрудник	нет данных	0	False
1451	29.04.2007	34	24	Собственник	менее 1 года	Холост/Не замужем	среднее	менее 1 года	сотрудник	нет данных	1	False
1452	29.04.2007	50	37	Собственник	от 1 до 5 лет	Женат/замужем	среднее специальное	свыше 3 лет	руководитель среднего звена	положительная	0	False
1453	29.04.2007	40	37	Муниципальное жилье	свыше 5 лет	Разведен(а)/Вдовство	среднее специальное	свыше 3 лет	сотрудник	отрицательная	1	False
1454	29.04.2007	33	48	Собственник	от 1 до 5 лет	Холост/Не замужем	среднее	от 1 года до 3 лет	руководитель высшего звена	положительная	0	False
1455	29.04.2007	14	34	Собственник	менее 1 года	Женат/замужем	среднее специальное	менее 1 года	сотрудник	нет данных	0	False
1456	30.04.2007	53	25	Собственник	от 1 до 5 лет	Женат/замужем	среднее специальное	менее 1 года	руководитель среднего звена	положительная	0	False
1457	30.04.2007	48	40	Аренда	от 1 до 5 лет	Женат/замужем	высшее	менее 1 года	сотрудник	положительная	0	False
1458	30.04.2007	33	39	Муниципальное жилье	менее 1 года	Женат/замужем	среднее специальное	свыше 3 лет	сотрудник	нет данных	0	False
1459	30.04.2007	45	26	Аренда	менее 1 года	Женат/замужем	высшее	свыше 3 лет	сотрудник	отрицательная	1	False
1460	30.04.2007	28	24	Муниципальное жилье	менее 1 года	Женат/замужем	среднее	менее 1 года	сотрудник	нет данных	1	False
1461	30.04.2007	17	39	Муниципальное жилье	от 1 до 5 лет	Женат/замужем	высшее	от 1 года до 3 лет	сотрудник	нет данных	0	False
1462	30.04.2007	34	32	Муниципальное жилье	менее 1 года	Другое	среднее	менее 1 года	сотрудник	нет данных	1	True
1463	30.04.2007	11	35	Аренда	менее 1 года	Другое	среднее	менее 1 года	сотрудник	нет данных	1	True
1464	30.04.2007	29	31	Аренда	менее 1 года	Другое	высшее	менее 1 года	руководитель высшего звена	положительная	0	True
1465	02.05.2007	31	28	Муниципальное жилье	от 1 до 5 лет	Женат/замужем	среднее	менее 1 года	сотрудник	нет данных	0	False
1466	02.05.2007	14	32	Собственник	менее 1 года	Женат/замужем	среднее специальное	менее 1 года	руководитель среднего звена	нет данных	0	False
1467	02.05.2007	33	41	Собственник	от 1 до 5 лет	Женат/замужем	высшее	свыше 3 лет	руководитель среднего звена	положительная	0	False
1468	02.05.2007	48	28	Аренда	свыше 5 лет	Женат/замужем	высшее	свыше 3 лет	сотрудник	нет данных	0	False
1469	02.05.2007	41	30	Аренда	свыше 5 лет	Холост/Не замужем	среднее специальное	от 1 года до 3 лет	сотрудник	нет данных	1	False
1470	02.05.2007	50	33	Аренда	менее 1 года	Женат/замужем	среднее специальное	менее 1 года	сотрудник	положительная	0	True
1471	02.05.2007	13	37	Муниципальное жилье	менее 1 года	Другое	среднее специальное	менее 1 года	сотрудник	нет данных	0	False
1472	02.05.2007	26	25	Собственник	свыше 5 лет	Холост/Не замужем	среднее специальное	свыше 3 лет	руководитель среднего звена	нет данных	0	False
1473	02.05.2007	34	31	Собственник	свыше 5 лет	Разведен(а)/Вдовство	высшее	менее 1 года	сотрудник	нет данных	0	False
1474	02.05.2007	36	49	Собственник	менее 1 года	Женат/замужем	высшее	менее 1 года	сотрудник	положительная	0	False
1475	02.05.2007	34	48	Собственник	менее 1 года	Женат/замужем	высшее	менее 1 года	сотрудник	нет данных	0	False
1476	02.05.2007	15	38	Муниципальное жилье	менее 1 года	Другое	среднее	свыше 3 лет	сотрудник	отрицательная	1	True
1477	02.05.2007	33	28	Собственник	менее 1 года	Другое	высшее	свыше 3 лет	сотрудник	нет данных	0	False
1478	02.05.2007	41	41	Собственник	свыше 5 лет	Разведен(а)/Вдовство	среднее специальное	свыше 3 лет	сотрудник	положительная	0	False
1479	02.05.2007	27	32	Собственник	менее 1 года	Женат/замужем	высшее	менее 1 года	руководитель среднего звена	нет данных	0	False
1480	02.05.2007	42	23	Муниципальное жилье	свыше 5 лет	Холост/Не замужем	среднее специальное	менее 1 года	руководитель среднего звена	нет данных	0	False
1481	02.05.2007	52	43	Собственник	свыше 5 лет	Холост/Не замужем	среднее	менее 1 года	сотрудник	нет данных	0	False
1482	02.05.2007	48	27	Собственник	менее 1 года	Другое	высшее	свыше 3 лет	руководитель среднего звена	отрицательная	1	False
1483	02.05.2007	21	25	Собственник	от 1 до 5 лет	Другое	среднее	менее 1 года	сотрудник	нет данных	1	False
1484	02.05.2007	37	43	Собственник	от 1 до 5 лет	Холост/Не замужем	среднее специальное	от 1 года до 3 лет	сотрудник	положительная	0	False
1485	03.05.2007	48	33	Собственник	менее 1 года	Женат/замужем	высшее	свыше 3 лет	руководитель среднего звена	нет данных	0	False
1486	03.05.2007	39	34	Собственник	от 1 до 5 лет	Женат/замужем	высшее	от 1 года до 3 лет	руководитель среднего звена	положительная	0	False
1487	03.05.2007	25	42	Собственник	менее 1 года	Женат/замужем	высшее	менее 1 года	сотрудник	нет данных	0	False
1488	03.05.2007	46	42	Собственник	менее 1 года	Разведен(а)/Вдовство	высшее	менее 1 года	руководитель среднего звена	положительная	0	False
1489	03.05.2007	30	33	Собственник	от 1 до 5 лет	Разведен(а)/Вдовство	среднее	от 1 года до 3 лет	сотрудник	положительная	0	False
1490	03.05.2007	29	30	Собственник	от 1 до 5 лет	Разведен(а)/Вдовство	среднее специальное	свыше 3 лет	руководитель среднего звена	нет данных	0	False
1491	03.05.2007	13	35	Собственник	менее 1 года	Разведен(а)/Вдовство	среднее	менее 1 года	сотрудник	нет данных	1	False
1492	03.05.2007	48	28	Собственник	свыше 5 лет	Другое	среднее специальное	от 1 года до 3 лет	руководитель среднего звена	положительная	0	False
1493	03.05.2007	32	23	Аренда	менее 1 года	Женат/замужем	высшее	менее 1 года	сотрудник	положительная	0	False
1494	03.05.2007	47	52	Аренда	свыше 5 лет	Разведен(а)/Вдовство	высшее	от 1 года до 3 лет	сотрудник	нет данных	1	False
1495	03.05.2007	35	44	Собственник	от 1 до 5 лет	Другое	среднее	менее 1 года	сотрудник	нет данных	1	True
1496	03.05.2007	32	33	Собственник	свыше 5 лет	Женат/замужем	высшее	от 1 года до 3 лет	сотрудник	нет данных	0	False
1497	03.05.2007	30	49	Собственник	свыше 5 лет	Женат/замужем	высшее	менее 1 года	сотрудник	нет данных	0	False
1498	03.05.2007	11	28	Собственник	менее 1 года	Другое	среднее специальное	свыше 3 лет	руководитель среднего звена	положительная	0	False
1499	03.05.2007	24	31	Собственник	от 1 до 5 лет	Женат/замужем	высшее	менее 1 года	руководитель среднего звена	нет данных	0	False
1500	03.05.2007	25	37	Собственник	менее 1 года	Другое	среднее	менее 1 года	руководитель среднего звена	нет данных	1	False
1501	03.05.2007	16	26	Собственник	менее 1 года	Другое	высшее	менее 1 года	сотрудник	положительная	0	False
1502	03.05.2007	53	25	Собственник	свыше 5 лет	Разведен(а)/Вдовство	высшее	от 1 года до 3 лет	сотрудник	нет данных	0	False
1503	03.05.2007	30	44	Собственник	от 1 до 5 лет	Холост/Не замужем	высшее	от 1 года до 3 лет	руководитель среднего звена	положительная	0	False
1504	03.05.2007	40	28	Собственник	менее 1 года	Другое	среднее	менее 1 года	сотрудник	нет данных	1	False
1505	03.05.2007	38	29	Муниципальное жилье	свыше 5 лет	Холост/Не замужем	среднее специальное	от 1 года до 3 лет	сотрудник	положительная	0	False
1506	03.05.2007	48	22	Собственник	менее 1 года	Женат/замужем	высшее	свыше 3 лет	сотрудник	нет данных	0	False
1507	03.05.2007	25	22	Аренда	от 1 до 5 лет	Женат/замужем	среднее специальное	от 1 года до 3 лет	сотрудник	нет данных	0	True
1508	03.05.2007	11	39	Аренда	менее 1 года	Женат/замужем	среднее специальное	менее 1 года	руководитель среднего звена	нет данных	0	False
1509	03.05.2007	33	33	Собственник	менее 1 года	Разведен(а)/Вдовство	высшее	свыше 3 лет	сотрудник	положительная	0	False
1510	03.05.2007	18	34	Аренда	от 1 до 5 лет	Разведен(а)/Вдовство	среднее специальное	свыше 3 лет	сотрудник	положительная	0	False
1511	03.05.2007	23	34	Собственник	от 1 до 5 лет	Разведен(а)/Вдовство	среднее специальное	от 1 года до 3 лет	сотрудник	положительная	0	True
1512	03.05.2007	14	52	Муниципальное жилье	свыше 5 лет	Холост/Не замужем	среднее специальное	от 1 года до 3 лет	сотрудник	нет данных	0	False
1513	03.05.2007	29	26	Собственник	от 1 до 5 лет	Холост/Не замужем	среднее специальное	менее 1 года	руководитель высшего звена	нет данных	0	False
1514	03.05.2007	14	40	Собственник	от 1 до 5 лет	Женат/замужем	высшее	менее 1 года	руководитель среднего звена	положительная	0	False
1515	03.05.2007	28	24	Собственник	менее 1 года	Холост/Не замужем	среднее специальное	менее 1 года	руководитель среднего звена	нет данных	0	False
1516	03.05.2007	51	41	Собственник	от 1 до 5 лет	Разведен(а)/Вдовство	среднее специальное	от 1 года до 3 лет	руководитель среднего звена	положительная	0	False
1517	03.05.2007	25	43	Собственник	от 1 до 5 лет	Женат/замужем	высшее	менее 1 года	сотрудник	нет данных	0	False
1518	03.05.2007	46	33	Собственник	свыше 5 лет	Женат/замужем	среднее специальное	от 1 года до 3 лет	сотрудник	положительная	0	False
1519	04.05.2007	42	39	Собственник	менее 1 года	Другое	среднее	менее 1 года	сотрудник	положительная	0	False
1520	04.05.2007	38	26	Собственник	свыше 5 лет	Холост/Не замужем	высшее	от 1 года до 3 лет	сотрудник	нет данных	0	False
1521	04.05.2007	40	33	Собственник	менее 1 года	Другое	высшее	менее 1 года	руководитель среднего звена	нет данных	1	False
1522	04.05.2007	18	41	Собственник	свыше 5 лет	Другое	высшее	менее 1 года	сотрудник	нет данных	0	False
1523	04.05.2007	49	23	Собственник	свыше 5 лет	Женат/замужем	высшее	менее 1 года	руководитель среднего звена	нет данных	0	False
1524	04.05.2007	33	32	Аренда	от 1 до 5 лет	Другое	среднее специальное	от 1 года до 3 лет	руководитель среднего звена	нет данных	1	False
1525	04.05.2007	47	24	Собственник	менее 1 года	Холост/Не замужем	среднее специальное	свыше 3 лет	сотрудник	положительная	0	False
1526	04.05.2007	49	35	Аренда	менее 1 года	Разведен(а)/Вдовство	среднее специальное	менее 1 года	сотрудник	положительная	1	False
1527	04.05.2007	40	37	Аренда	менее 1 года	Женат/замужем	среднее специальное	свыше 3 лет	сотрудник	нет данных	1	False
1528	04.05.2007	53	39	Собственник	менее 1 года	Разведен(а)/Вдовство	высшее	менее 1 года	сотрудник	нет данных	1	True
1529	04.05.2007	47	35	Аренда	менее 1 года	Женат/замужем	среднее специальное	менее 1 года	сотрудник	положительная	0	False
1530	04.05.2007	37	32	Аренда	от 1 до 5 лет	Женат/замужем	высшее	менее 1 года	сотрудник	нет данных	1	False
1531	04.05.2007	54	29	Аренда	свыше 5 лет	Другое	среднее специальное	свыше 3 лет	сотрудник	положительная	0	False
1532	04.05.2007	46	35	Аренда	менее 1 года	Холост/Не замужем	среднее специальное	менее 1 года	сотрудник	нет данных	1	False
1533	04.05.2007	52	59	Собственник	от 1 до 5 лет	Другое	среднее специальное	от 1 года до 3 лет	сотрудник	положительная	0	False
